action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
swerve_left,True,True,False,False,True,True,True,cruise,698,2
swerve_left,True,True,False,False,True,True,True,swerve_left,698,3
swerve_left,True,False,True,False,True,True,True,cruise,699,1
swerve_left,True,False,True,False,True,True,True,keep,699,2
swerve_left,True,False,True,False,True,True,True,swerve_right,699,2
swerve_left,True,False,True,False,True,True,True,change_to_left,699,3
swerve_left,True,False,True,False,True,True,True,change_to_right,699,3
swerve_left,True,False,True,False,True,True,True,swerve_left,699,4
swerve_left,True,True,True,False,True,True,True,cruise,700,1
swerve_left,True,True,True,False,True,True,True,keep,700,1
swerve_left,True,True,True,False,True,True,True,swerve_right,700,1
swerve_left,True,True,True,False,True,True,True,change_to_left,700,2
swerve_left,True,True,True,False,True,True,True,change_to_right,700,2
swerve_left,True,True,True,False,True,True,True,swerve_left,700,3
swerve_left,True,False,False,True,True,True,True,change_to_left,701,1
swerve_left,True,False,False,True,True,True,True,keep,701,1
swerve_left,True,False,False,True,True,True,True,swerve_right,701,2
swerve_left,True,False,False,True,True,True,True,change_to_right,701,3
swerve_left,True,False,False,True,True,True,True,cruise,701,3
swerve_left,True,False,False,True,True,True,True,swerve_left,701,4
swerve_left,True,True,False,True,True,True,True,change_to_left,702,1
swerve_left,True,True,False,True,True,True,True,keep,702,1
swerve_left,True,True,False,True,True,True,True,swerve_right,702,1
swerve_left,True,True,False,True,True,True,True,change_to_right,702,2
swerve_left,True,True,False,True,True,True,True,cruise,702,2
swerve_left,True,True,False,True,True,True,True,swerve_left,702,3
swerve_left,True,False,True,True,True,True,True,change_to_left,703,1
swerve_left,True,False,True,True,True,True,True,cruise,703,1
swerve_left,True,False,True,True,True,True,True,keep,703,2
swerve_left,True,False,True,True,True,True,True,swerve_right,703,2
swerve_left,True,False,True,True,True,True,True,change_to_right,703,3
swerve_left,True,False,True,True,True,True,True,swerve_left,703,4
swerve_left,True,True,True,True,True,True,True,change_to_left,704,1
swerve_left,True,True,True,True,True,True,True,cruise,704,1
swerve_left,True,True,True,True,True,True,True,keep,704,1
swerve_left,True,True,True,True,True,True,True,swerve_right,704,1
swerve_left,True,True,True,True,True,True,True,change_to_right,704,2
swerve_left,True,True,True,True,True,True,True,swerve_left,704,3
swerve_right,False,False,False,False,False,False,False,keep,705,1
swerve_right,False,False,False,False,False,False,False,swerve_left,705,1
swerve_right,False,False,False,False,False,False,False,change_to_left,705,2
swerve_right,False,False,False,False,False,False,False,change_to_right,705,2
swerve_right,False,False,False,False,False,False,False,cruise,705,2
swerve_right,False,False,False,False,False,False,False,swerve_right,705,3
swerve_right,False,True,False,False,False,False,False,keep,706,1
swerve_right,False,True,False,False,False,False,False,swerve_left,706,1
swerve_right,False,True,False,False,False,False,False,change_to_left,706,2
swerve_right,False,True,False,False,False,False,False,change_to_right,706,2
swerve_right,False,True,False,False,False,False,False,cruise,706,2
swerve_right,False,True,False,False,False,False,False,swerve_right,706,3
swerve_right,False,False,True,False,False,False,False,keep,707,1
swerve_right,False,False,True,False,False,False,False,swerve_left,707,2
swerve_right,False,False,True,False,False,False,False,change_to_left,707,3
swerve_right,False,False,True,False,False,False,False,change_to_right,707,3
swerve_right,False,False,True,False,False,False,False,cruise,707,3
swerve_right,False,False,True,False,False,False,False,swerve_right,707,4
swerve_right,False,True,True,False,False,False,False,change_to_right,708,1
swerve_right,False,True,True,False,False,False,False,keep,708,2
swerve_right,False,True,True,False,False,False,False,swerve_left,708,2
swerve_right,False,True,True,False,False,False,False,change_to_left,708,3
swerve_right,False,True,True,False,False,False,False,cruise,708,3
swerve_right,False,True,True,False,False,False,False,swerve_right,708,4
swerve_right,False,False,False,True,False,False,False,cruise,709,1
swerve_right,False,False,False,True,False,False,False,keep,709,1
swerve_right,False,False,False,True,False,False,False,swerve_left,709,1
swerve_right,False,False,False,True,False,False,False,change_to_left,709,2
swerve_right,False,False,False,True,False,False,False,change_to_right,709,2
swerve_right,False,False,False,True,False,False,False,swerve_right,709,3
swerve_right,False,True,False,True,False,False,False,cruise,710,1
swerve_right,False,True,False,True,False,False,False,keep,710,2
swerve_right,False,True,False,True,False,False,False,swerve_left,710,2
swerve_right,False,True,False,True,False,False,False,change_to_left,710,3
swerve_right,False,True,False,True,False,False,False,change_to_right,710,3
swerve_right,False,True,False,True,False,False,False,swerve_right,710,4
swerve_right,False,False,True,True,False,False,False,cruise,711,1
swerve_right,False,False,True,True,False,False,False,keep,711,2
swerve_right,False,False,True,True,False,False,False,swerve_left,711,2
swerve_right,False,False,True,True,False,False,False,change_to_left,711,3
swerve_right,False,False,True,True,False,False,False,change_to_right,711,3
swerve_right,False,False,True,True,False,False,False,swerve_right,711,4
swerve_right,False,True,True,True,False,False,False,change_to_right,712,1
swerve_right,False,True,True,True,False,False,False,cruise,712,1
swerve_right,False,True,True,True,False,False,False,keep,712,2
swerve_right,False,True,True,True,False,False,False,swerve_left,712,2
swerve_right,False,True,True,True,False,False,False,change_to_left,712,3
swerve_right,False,True,True,True,False,False,False,swerve_right,712,4
swerve_right,False,False,False,False,True,False,False,keep,713,1
swerve_right,False,False,False,False,True,False,False,swerve_left,713,1
swerve_right,False,False,False,False,True,False,False,change_to_left,713,2
swerve_right,False,False,False,False,True,False,False,change_to_right,713,2
swerve_right,False,False,False,False,True,False,False,cruise,713,2
swerve_right,False,False,False,False,True,False,False,swerve_right,713,3
swerve_right,False,True,False,False,True,False,False,keep,714,1
swerve_right,False,True,False,False,True,False,False,swerve_left,714,1
swerve_right,False,True,False,False,True,False,False,change_to_left,714,2
swerve_right,False,True,False,False,True,False,False,change_to_right,714,2
swerve_right,False,True,False,False,True,False,False,cruise,714,2
swerve_right,False,True,False,False,True,False,False,swerve_right,714,3
swerve_right,False,False,True,False,True,False,False,keep,715,1
swerve_right,False,False,True,False,True,False,False,swerve_left,715,2
swerve_right,False,False,True,False,True,False,False,change_to_left,715,3
swerve_right,False,False,True,False,True,False,False,change_to_right,715,3
swerve_right,False,False,True,False,True,False,False,cruise,715,3
swerve_right,False,False,True,False,True,False,False,swerve_right,715,4
swerve_right,False,True,True,False,True,False,False,change_to_right,716,1
swerve_right,False,True,True,False,True,False,False,keep,716,1
swerve_right,False,True,True,False,True,False,False,swerve_left,716,2
swerve_right,False,True,True,False,True,False,False,change_to_left,716,3
swerve_right,False,True,True,False,True,False,False,cruise,716,3
swerve_right,False,True,True,False,True,False,False,swerve_right,716,4
swerve_right,False,False,False,True,True,False,False,cruise,717,1
swerve_right,False,False,False,True,True,False,False,keep,717,1
swerve_right,False,False,False,True,True,False,False,swerve_left,717,1
swerve_right,False,False,False,True,True,False,False,change_to_left,717,2
swerve_right,False,False,False,True,True,False,False,change_to_right,717,2
swerve_right,False,False,False,True,True,False,False,swerve_right,717,3
swerve_right,False,True,False,True,True,False,False,cruise,718,1
swerve_right,False,True,False,True,True,False,False,keep,718,2
swerve_right,False,True,False,True,True,False,False,swerve_left,718,2
swerve_right,False,True,False,True,True,False,False,change_to_left,718,3
swerve_right,False,True,False,True,True,False,False,change_to_right,718,3
swerve_right,False,True,False,True,True,False,False,swerve_right,718,4
swerve_right,False,False,True,True,True,False,False,cruise,719,1
swerve_right,False,False,True,True,True,False,False,keep,719,2
swerve_right,False,False,True,True,True,False,False,swerve_left,719,2
swerve_right,False,False,True,True,True,False,False,change_to_left,719,3
swerve_right,False,False,True,True,True,False,False,change_to_right,719,3
swerve_right,False,False,True,True,True,False,False,swerve_right,719,4
swerve_right,False,True,True,True,True,False,False,change_to_right,720,1
swerve_right,False,True,True,True,True,False,False,cruise,720,1
swerve_right,False,True,True,True,True,False,False,keep,720,2
swerve_right,False,True,True,True,True,False,False,swerve_left,720,2
swerve_right,False,True,True,True,True,False,False,change_to_left,720,3
swerve_right,False,True,True,True,True,False,False,swerve_right,720,4
swerve_right,False,False,False,False,False,True,False,keep,721,1
swerve_right,False,False,False,False,False,True,False,swerve_left,721,1
swerve_right,False,False,False,False,False,True,False,change_to_left,721,2
swerve_right,False,False,False,False,False,True,False,change_to_right,721,2
swerve_right,False,False,False,False,False,True,False,cruise,721,2
swerve_right,False,False,False,False,False,True,False,swerve_right,721,3
swerve_right,False,True,False,False,False,True,False,keep,722,1
swerve_right,False,True,False,False,False,True,False,swerve_left,722,1
swerve_right,False,True,False,False,False,True,False,change_to_left,722,2
swerve_right,False,True,False,False,False,True,False,change_to_right,722,2
swerve_right,False,True,False,False,False,True,False,cruise,722,2
swerve_right,False,True,False,False,False,True,False,swerve_right,722,3
swerve_right,False,False,True,False,False,True,False,keep,723,1
swerve_right,False,False,True,False,False,True,False,swerve_left,723,2
swerve_right,False,False,True,False,False,True,False,change_to_left,723,3
swerve_right,False,False,True,False,False,True,False,change_to_right,723,3
swerve_right,False,False,True,False,False,True,False,cruise,723,3
swerve_right,False,False,True,False,False,True,False,swerve_right,723,4
swerve_right,False,True,True,False,False,True,False,change_to_right,724,1
swerve_right,False,True,True,False,False,True,False,keep,724,1
swerve_right,False,True,True,False,False,True,False,swerve_left,724,2
swerve_right,False,True,True,False,False,True,False,change_to_left,724,3
swerve_right,False,True,True,False,False,True,False,cruise,724,3
swerve_right,False,True,True,False,False,True,False,swerve_right,724,4
swerve_right,False,False,False,True,False,True,False,cruise,725,1
swerve_right,False,False,False,True,False,True,False,keep,725,1
swerve_right,False,False,False,True,False,True,False,swerve_left,725,1
swerve_right,False,False,False,True,False,True,False,change_to_left,725,2
swerve_right,False,False,False,True,False,True,False,change_to_right,725,2
swerve_right,False,False,False,True,False,True,False,swerve_right,725,3
swerve_right,False,True,False,True,False,True,False,cruise,726,1
swerve_right,False,True,False,True,False,True,False,keep,726,2
swerve_right,False,True,False,True,False,True,False,swerve_left,726,2
swerve_right,False,True,False,True,False,True,False,change_to_left,726,3
swerve_right,False,True,False,True,False,True,False,change_to_right,726,3
swerve_right,False,True,False,True,False,True,False,swerve_right,726,4
swerve_right,False,False,True,True,False,True,False,cruise,727,1
swerve_right,False,False,True,True,False,True,False,keep,727,1
swerve_right,False,False,True,True,False,True,False,swerve_left,727,1
swerve_right,False,False,True,True,False,True,False,change_to_left,727,2
swerve_right,False,False,True,True,False,True,False,change_to_right,727,2
swerve_right,False,False,True,True,False,True,False,swerve_right,727,3
swerve_right,False,True,True,True,False,True,False,change_to_right,728,1
swerve_right,False,True,True,True,False,True,False,cruise,728,1
swerve_right,False,True,True,True,False,True,False,keep,728,2
swerve_right,False,True,True,True,False,True,False,swerve_left,728,2
swerve_right,False,True,True,True,False,True,False,change_to_left,728,3
swerve_right,False,True,True,True,False,True,False,swerve_right,728,4
swerve_right,False,False,False,False,True,True,False,keep,729,1
swerve_right,False,False,False,False,True,True,False,swerve_left,729,1
swerve_right,False,False,False,False,True,True,False,change_to_left,729,2
